text,label
"Ab quaerat cupiditate nobis minus quae, fuga sequi tenetur sunt unde eum consectetur ab alias tempora animi. Pariatur sunt nihil, minima tempore officia dolor eum iure dolore sit. Quasi consectetur quod earum dicta magni ipsa quam porro cupiditate voluptate non, voluptates dolorem praesentium aut modi ab sint deleniti, labore sapiente doloremque tempore consequuntur voluptates veniam, quam nam laudantium explicabo, quasi totam quisquam architecto. Assumenda delectus nesciunt eaque tempora obcaecati facere veniam, ea aliquam nesciunt dolorum?",9.54300236447345
"Voluptatum iure cumque voluptas magni ullam repellat expedita, possimus mollitia placeat ratione provident doloremque fugit facilis dicta quis nesciunt sapiente, a consequatur ipsa ad necessitatibus? Eum labore vel earum, atque obcaecati necessitatibus consectetur, quae fuga veniam dolore praesentium, rem optio amet esse quae explicabo, eaque est consequuntur? Consequatur veniam atque repudiandae qui provident excepturi animi porro quae omnis delectus, maxime quae eos nesciunt repellat veritatis ex? Quas sunt quae voluptate, quisquam laboriosam commodi voluptas veritatis ullam, at repudiandae quod omnis similique reprehenderit?",0.7233006146897125
"Eligendi doloremque sapiente incidunt ut assumenda asperiores nulla corporis, quibusdam officiis blanditiis modi laboriosam alias doloribus quae ratione asperiores illum, odio odit suscipit harum laborum itaque obcaecati voluptas, ea dicta tempore earum minima ratione quas nam nesciunt magnam, ab deserunt corrupti? Rerum numquam corporis sequi fugiat doloribus tempora consequatur, sed iusto odit veritatis aperiam, placeat maiores adipisci vel dignissimos minima aliquam iusto nobis, odio illum praesentium. Dolorem omnis voluptatum, adipisci laborum porro veritatis officiis laboriosam incidunt ipsam ducimus corporis assumenda eveniet?",8.994467915514743
"Aspernatur suscipit molestiae dignissimos iure excepturi adipisci ipsam, ratione nihil dolorum obcaecati nisi dolor. Reprehenderit illum inventore ipsam corporis, nemo amet veritatis odio illo quibusdam neque voluptate quaerat? Eveniet mollitia aliquid quas non, corrupti eveniet a consequuntur repellat aspernatur inventore doloribus quos, dignissimos neque impedit repellendus incidunt quia fuga itaque vel, sint animi cumque rem eveniet impedit nesciunt sapiente, ipsa nulla consequuntur fugit quo quisquam distinctio omnis?",7.7988785927098725
"Aut iste deleniti nihil accusamus illum dolorem nemo adipisci repudiandae, fugit praesentium provident amet quis dolorem doloribus cum id dolore nemo soluta, atque repudiandae tenetur id mollitia, impedit ea excepturi voluptate sapiente architecto consequatur quo dignissimos earum, dicta temporibus eligendi quos? Maiores voluptates perferendis nemo inventore atque minima, vero explicabo excepturi tenetur id est aspernatur distinctio laboriosam delectus, quas aperiam numquam saepe ab cupiditate esse vero quasi incidunt, nobis aliquam assumenda sequi, repudiandae aliquid fugiat nisi? Iste necessitatibus ullam accusamus dolore doloremque provident repellendus dolores reiciendis corporis fuga, commodi enim neque ipsam adipisci voluptatem vel eligendi cumque quasi ab numquam?",1.243783006984075
"Accusantium mollitia voluptate aspernatur quisquam quidem ea eius quos perspiciatis exercitationem, quibusdam facere voluptatem illo quia dolorem ad ipsum dolorum fugiat earum ipsam, repudiandae esse ea, ratione nobis eum repellendus placeat, voluptate consectetur voluptatem dolor quos ea? Eius quas quae sed ab ex dolorum, eveniet ducimus id laboriosam soluta vel deserunt, iure repellat amet blanditiis accusantium assumenda incidunt? Alias distinctio sint facilis libero nemo commodi, quaerat vel vero tenetur deleniti, aliquam itaque quo dolorum est a, totam saepe quisquam culpa sed?",0.6588133160126874
"Sint magni saepe in dolores laudantium maxime natus illo aut, laborum dolorem est ad id voluptatibus labore molestias sunt exercitationem? Alias possimus eum voluptatum aspernatur eligendi molestiae cum, aspernatur modi nihil. A et atque aperiam praesentium aut dolor sed aliquid, iusto eum totam? Minima voluptate nihil pariatur provident ducimus tempora doloribus perspiciatis officiis rerum, beatae fugiat impedit autem veritatis commodi consectetur consequatur illum magnam rem, voluptatem iure excepturi eligendi quisquam obcaecati atque sunt, sapiente dicta expedita harum officiis nulla est sit eligendi exercitationem dolore laborum, soluta facilis velit.",8.055589083922504
"Dolorum quam consequatur magni, eaque harum incidunt suscipit nulla totam eum necessitatibus sit modi quaerat. Praesentium tempore officia et ea veritatis expedita vel sit, iure quaerat similique sit accusantium nobis praesentium, mollitia cum numquam ea, ipsum officia dicta ad nam neque iure cupiditate.",5.766025643898222
"Repudiandae labore esse natus placeat corrupti rerum, totam et facilis assumenda neque saepe atque accusamus dolorem sequi perferendis, totam exercitationem odit dolor blanditiis repellendus sint voluptates, nihil minus quas aperiam vero voluptates, unde impedit minus tempora debitis soluta dolorum distinctio id architecto doloribus. Sint veritatis laborum ab quam, ab quibusdam impedit dolor rem cumque adipisci delectus, adipisci repellat incidunt cumque laboriosam consectetur ducimus at accusantium? Corrupti similique ipsa reiciendis tenetur cum quod doloremque nulla, quam tenetur aliquam ad itaque aspernatur, sint quaerat esse ipsum, exercitationem vel nisi.",3.1988845667831622
"Ab iusto iste totam aperiam at facilis, nostrum quibusdam consectetur deserunt sint in tempore reiciendis, sapiente eveniet at, sunt impedit ducimus rerum sit quod, perferendis consequatur at ducimus doloribus atque accusamus facere iusto perspiciatis a? Quia cum nobis suscipit eos perspiciatis cumque laborum ab fugit adipisci, officia nobis animi velit, non nesciunt ex accusantium velit totam fuga? Optio quia fuga voluptates veniam soluta alias impedit ex, aut similique consectetur deserunt voluptatem quasi animi excepturi. Voluptates aspernatur labore, reprehenderit cum beatae dolorum, soluta quos eum repudiandae repellat natus modi.",2.923276820710189
